Date,Repo_Rate,Interest_Rate,Market_Rate,VIX,Treasury_10Y,Deposits,Withdrawals,Loans_Given,Loan_Repayment,HQLA,ASF,RSF,Total_Deposits_Pool,Total_Loans_Pool,LCR,NSFR,Net_Cash_Flow,Cumulative_Net_Cash_Flow,NLP,Crisis_Phase,Crisis_Name,Sentiment,News_Headline,Predicted_Survival_Days
2020-02-10,1.579587,3.457384,1.396272,18.7,1.522,153537.14,1025995.02,129469.22,124396.06,21618273.91,138518244.78,68119928.14,117636423.6,74492965.48,183.7719,203.3447,-877531.05,13143458.13,33143458.13,pre_crisis,COVID-19 Market Crash,0.007594,,16.0
2020-02-11,1.566314,3.443566,1.730389,18.87,1.5254,213648.63,596524.79,160667.78,84309.97,21285023.81,138116224.82,68182350.98,117253547.45,74569323.29,181.5299,202.5689,-459233.97,12684224.16,32684224.16,pre_crisis,COVID-19 Market Crash,0.006455,,15.0
2020-02-12,1.573814,3.247825,1.834574,18.71,1.5159,105765.3,538377.02,68922.21,120118.28,21022012.32,137661982.52,68130354.31,116820935.74,74518127.22,179.9507,202.0568,-381415.64,12302808.52,32302808.52,pre_crisis,COVID-19 Market Crash,-0.113545,China property crisis deepens — Evergrande liquidation,14.0
2020-02-13,1.570285,3.803686,1.941562,19.25,1.5156,61658.33,906230.5,124904.02,150012.44,20316110.69,136775181.74,68102078.62,115976363.56,74493018.79,175.1746,200.8385,-819463.75,11483344.77,31483344.77,pre_crisis,COVID-19 Market Crash,-0.096514,,13.0
2020-02-14,1.569726,3.429269,1.195528,19.1,1.5148,90523.38,509969.9,214172.82,126622.56,19945776.55,136334762.89,68174040.72,115556917.04,74580569.06,172.6056,199.9805,-506996.78,10976347.98,30976347.98,pre_crisis,COVID-19 Market Crash,-0.082037,,12.0
2020-02-17,1.528741,3.576762,1.731479,22.01,1.471,143599.73,904292.51,92964.42,141981.87,19387808.0,135536035.48,68122239.68,114796224.27,74531551.61,168.8889,198.96,-711675.32,10264672.66,30264672.66,pre_crisis,COVID-19 Market Crash,-0.069731,,11.0
2020-02-18,1.48909,3.013517,1.400838,23.33,1.4215,169199.67,995158.37,83684.98,180392.18,18854820.0,134668778.84,68025390.03,113970265.56,74434844.41,165.4363,197.9684,-729251.51,9535421.15,29535421.15,pre_crisis,COVID-19 Market Crash,-0.059271,,10.0
2020-02-19,1.441665,3.801519,1.19348,24.56,1.4449,96268.39,1030347.38,93934.72,162397.76,18174784.21,133687995.9,67954494.28,113036186.57,74366381.36,160.7873,196.7316,-865615.95,8669805.2,28669805.2,pre_crisis,COVID-19 Market Crash,-0.050381,,9.0
2020-02-20,1.432426,3.69083,0.954413,26.13,1.4156,107575.08,795458.15,44849.22,43548.92,17721211.75,132965718.67,67943884.0,112348303.49,74367681.67,157.7346,195.6993,-689183.38,7980621.83,27980621.83,crisis,COVID-19 Market Crash,-0.042824,,8.0
2020-02-21,1.39185,2.999813,0.961496,27.46,1.4138,91474.46,437499.61,36913.09,64335.03,17600822.13,132602392.26,67909293.58,112002278.34,74340259.73,157.147,195.264,-318603.22,7662018.61,27662018.61,crisis,COVID-19 Market Crash,-0.0364,,7.0
2020-02-24,1.301876,3.199964,0.828323,30.67,1.3477,69214.91,1009315.49,41564.1,75064.0,16912152.62,131615286.65,67868247.11,111062177.76,74306759.83,152.2764,193.9276,-906600.68,6755417.93,26755417.93,crisis,COVID-19 Market Crash,-0.03094,,6.0
2020-02-25,1.267239,2.785197,0.84175,32.97,1.3387,44008.42,1501786.34,48509.49,61628.4,15637849.28,130084619.83,67847922.32,109604399.84,74293640.93,142.6754,191.7297,-1444659.02,5310758.91,25310758.91,crisis,COVID-19 Market Crash,-0.026299,,5.0
2020-02-26,1.217068,3.488391,1.558507,33.3,1.3126,45344.24,1947892.4,37989.41,42415.44,14021337.06,128086944.27,67829858.39,107701851.68,74289214.89,130.1866,188.8356,-1898122.12,3412636.79,23412636.79,crisis,COVID-19 Market Crash,-0.269485,S&P 500 crashes 12% — worst single session since 1987,4.0
2020-02-27,1.188477,2.903332,0.728807,35.55,1.3063,55148.83,1561613.22,1526.0,98695.47,12881835.34,126505156.65,67728916.21,106195387.29,74192045.42,121.3032,186.7816,-1409294.92,2003341.87,22003341.87,crisis,COVID-19 Market Crash,-0.229062,,3.0
2020-02-28,1.171795,3.148549,0.94247,36.93,1.278,24338.97,991813.0,17933.64,68141.65,12318692.91,125489308.92,67666022.82,105227913.26,74141837.41,117.0668,185.4539,-917266.02,1086075.84,21086075.84,crisis,COVID-19 Market Crash,-0.194703,,2.0
2020-03-02,1.073409,3.068391,0.70434,40.04,1.2174,11232.3,1732182.23,20821.7,59215.02,10927317.9,123682311.5,67616909.75,103506963.33,74103444.09,105.5708,182.9162,-1682556.61,-596480.76,19403519.24,crisis,COVID-19 Market Crash,-0.165497,,1.0
2020-03-03,1.034611,2.660552,1.437709,41.64,1.2283,30482.01,1693766.42,22835.17,41868.5,9634185.9,121935862.87,67582223.8,101843678.92,74084410.76,94.5978,180.4259,-1644251.07,-2240731.84,17759268.16,crisis,COVID-19 Market Crash,-0.653144,WHO declares COVID-19 a global pandemic — markets in freefall,0.0
2020-03-04,1.003935,2.966392,1.444901,42.66,1.194,40299.05,2164996.34,37904.6,82933.43,7926865.64,119704930.71,67523080.44,99718981.63,74039381.93,79.492,177.28,-2079668.46,-4320400.3,15679599.7,crisis,COVID-19 Market Crash,-0.555173,,0.0
2020-03-05,0.983092,2.66289,0.95085,44.36,1.1726,21738.28,2762627.83,39143.28,97848.8,5681857.46,116826996.68,67448386.69,96978092.08,73980676.42,58.5891,173.2095,-2682184.04,-7002584.34,12997415.66,crisis,COVID-19 Market Crash,-0.945638,Interbank lending freezes as counterparty risk surges,0.0
2020-03-06,0.933068,2.482342,1.285507,45.64,1.1336,38188.99,3303991.85,39332.5,39418.79,2934374.45,113397903.68,67422397.35,93712289.22,73980590.13,31.3126,168.1903,-3265716.57,-10268300.91,9731699.09,crisis,COVID-19 Market Crash,-0.803792,,0.0
2020-03-09,0.847023,2.398708,0.505559,50.14,1.0814,22559.04,1967000.46,14865.36,57847.61,1713122.66,111356240.19,67349702.95,91767847.8,73937607.87,18.668,165.3404,-1901459.17,-12169760.08,7830239.92,crisis,COVID-19 Market Crash,-0.683224,,0.0
2020-03-10,0.808706,3.098571,0.927053,51.75,1.0811,32436.63,1721612.01,10709.14,70489.94,822911.04,109582606.04,67258941.08,90078672.41,73877827.07,9.1355,162.9265,-1629394.58,-13799154.66,6200845.34,crisis,COVID-19 Market Crash,-0.58074,,0.0
2020-03-11,0.776582,2.857319,0.664715,53.13,1.0619,7373.25,2241450.88,19683.71,66260.24,-678867.32,107236824.53,67182736.06,87844594.79,73831250.54,-7.728,159.6196,-2187501.1,-15986655.75,4013344.25,crisis,COVID-19 Market Crash,-0.963004,Interbank lending freezes as counterparty risk surges,0.0
2020-03-12,0.754406,3.106945,0.512346,53.43,1.0364,9040.31,2287751.52,25277.33,68178.64,-2130403.5,104844177.76,67104911.19,85565883.58,73788349.22,-24.8978,156.2392,-2235809.89,-18222465.64,1777534.36,crisis,COVID-19 Market Crash,-0.818553,,0.0
2020-03-13,0.720033,2.826048,0.309664,54.94,1.0266,18827.85,4087530.97,14257.06,80801.66,-5229020.05,100572039.48,66999843.96,81497180.46,73721804.62,-64.162,150.1079,-4002158.53,-22224624.17,-2224624.17,crisis,COVID-19 Market Crash,-0.69577,,0.0
2020-03-16,0.635776,3.092611,0.634812,55.98,0.9943,32542.25,3337617.59,32116.4,88768.75,-7617887.68,97101710.38,66905879.08,78192105.12,73665152.28,-97.4253,145.1318,-3248422.99,-25473047.15,-5473047.15,crisis,COVID-19 Market Crash,-0.591405,,0.0
2020-03-17,0.619271,2.12299,0.360777,55.73,0.9741,37020.19,2797488.68,21048.7,70312.12,-9239352.79,94203218.46,66807055.0,75431636.63,73615888.86,-122.4864,141.0079,-2711205.07,-28184252.23,-8184252.23,crisis,COVID-19 Market Crash,-0.502694,,0.0
2020-03-18,0.59206,2.140018,0.867469,55.96,0.9452,24490.92,2181848.29,16914.99,108999.23,-10160959.92,91937993.22,66666995.88,73274279.26,73523804.61,-138.6702,137.9063,-2065273.13,-30249525.35,-10249525.35,crisis,COVID-19 Market Crash,-0.42729,,0.0
2020-03-19,0.576485,2.304547,0.088011,55.55,0.9438,29051.97,2886877.73,5490.54,78804.93,-11791521.85,88937276.17,66543315.46,70416453.49,73450490.23,-167.4541,133.6532,-2784511.38,-33034036.73,-13034036.73,crisis,COVID-19 Market Crash,-0.363196,,0.0
2020-03-20,0.551509,2.639213,0.115553,53.24,0.926,10733.66,1826704.52,4115.09,109137.03,-12269012.65,87030506.77,66387122.81,68600482.64,73345468.29,-178.8473,131.0955,-1710948.92,-34744985.65,-14744985.65,crisis,COVID-19 Market Crash,-0.308717,,0.0
2020-03-23,0.496766,2.637477,0.410692,51.33,0.8962,44992.67,3175172.77,8463.5,69685.18,-14063343.23,83743817.66,66268291.9,65470302.54,73284246.6,-214.8049,126.3709,-3068958.42,-37813944.07,-17813944.07,crisis,COVID-19 Market Crash,-0.262409,,0.0
2020-03-24,0.475187,2.833859,0.092663,50.86,0.8847,17709.84,1553131.24,21409.54,67144.27,-14241966.7,82131625.19,66161577.48,63934881.13,73238511.87,-222.7574,124.1379,-1489686.67,-39303630.74,-19303630.74,crisis,COVID-19 Market Crash,-0.223048,,0.0
2020-03-25,0.456894,2.901879,0.098506,50.26,0.8729,42442.19,2382732.13,3676.61,87506.89,-15289644.82,79674320.76,66025691.15,61594591.2,73154681.59,-248.2303,120.6717,-2256459.65,-41560090.39,-21560090.39,crisis,COVID-19 Market Crash,-0.189591,,0.0
2020-03-26,0.439698,2.74324,0.935302,48.96,0.8549,35583.36,1767034.39,29467.3,60716.55,-15773115.37,77856297.17,65936730.27,59863140.16,73123432.34,-263.4863,118.0773,-1700201.79,-43260292.18,-23260292.18,crisis,COVID-19 Market Crash,-0.161152,,0.0
2020-03-27,0.414324,2.134453,0.196261,48.81,0.8534,17167.36,1814965.81,15569.83,58128.09,-16165743.32,75968608.8,65830297.21,58065341.71,73080874.07,-278.4061,115.4007,-1755240.18,-45015532.36,-25015532.36,crisis,COVID-19 Market Crash,-0.136979,,0.0
2020-03-30,0.367203,2.823424,-0.129776,46.11,0.816,25997.42,1369657.84,25352.91,88055.96,-16101405.07,74557765.37,65706599.69,56721681.3,73018171.02,-283.8669,113.4707,-1280957.36,-46296489.72,-26296489.72,crisis,COVID-19 Market Crash,-0.116432,,0.0
2020-03-31,0.336899,1.928382,0.350775,45.56,0.7856,16762.74,2662779.57,26436.1,89124.99,-17544800.76,71779447.69,65593183.08,54075664.47,72955482.13,-324.4491,109.4313,-2583327.94,-48879817.66,-28879817.66,crisis,COVID-19 Market Crash,-0.098968,,0.0
2020-04-01,0.317071,2.133175,0.241563,45.06,0.8144,15504.37,1306176.84,21908.84,46329.51,-17435499.85,70424241.6,65502426.84,52784992.0,72931061.47,-330.3117,107.5139,-1266251.8,-50146069.47,-30146069.47,crisis,COVID-19 Market Crash,-0.084122,,0.0
2020-04-02,0.305106,1.805516,0.401289,44.06,0.7953,18823.29,1448421.33,25659.57,47650.59,-17556330.49,68923163.66,65418296.1,51355393.96,72909070.44,-341.8595,105.3576,-1407607.02,-51553676.48,-31553676.48,crisis,COVID-19 Market Crash,-0.071504,,0.0
2020-04-03,0.284493,2.036695,0.740411,43.11,0.7726,45253.18,1433737.63,4763.88,83967.9,-17552216.22,67465254.99,65281342.74,49966909.51,72829866.42,-351.2768,103.3454,-1309280.43,-52862956.91,-32862956.91,crisis,COVID-19 Market Crash,-0.060778,,0.0
2020-04-06,0.225593,1.882356,0.151999,40.98,0.7418,20568.15,2588463.4,21140.85,69357.59,-18839205.51,64768964.99,65176313.21,47399014.27,72781649.68,-397.4599,99.375,-2519678.5,-55382635.4,-35382635.4,crisis,COVID-19 Market Crash,-0.564346,Interbank lending freezes as counterparty risk surges,0.0
2020-04-07,0.206126,1.724158,0.263173,40.23,0.7218,14609.09,1391880.22,10525.26,93259.22,-18826776.3,63322830.3,65036504.33,46021743.14,72698915.72,-409.0844,97.3651,-1294537.17,-56677172.57,-36677172.57,crisis,COVID-19 Market Crash,-0.479694,,0.0
2020-04-08,0.185461,2.156224,0.563576,39.36,0.7312,15106.86,3004708.7,7453.12,46254.73,-20652693.4,60183748.37,64945338.73,43032141.31,72660114.11,-479.9365,92.6683,-2950800.23,-59627972.8,-39627972.8,crisis,COVID-19 Market Crash,-0.763377,Interbank lending freezes as counterparty risk surges,0.0
2020-04-09,0.164638,2.038289,0.05276,38.65,0.7212,10957.21,2983515.9,17304.54,84224.37,-22261356.89,57062561.74,64820262.11,40059582.61,72593194.27,-555.7062,88.032,-2905638.86,-62533611.66,-42533611.66,crisis,COVID-19 Market Crash,-0.64887,,0.0
2020-04-10,0.146885,2.052505,0.326437,38.6,0.6975,39750.42,389977.08,50278.37,226528.73,-20919947.41,56694823.75,64585867.5,39709355.95,72416943.92,-526.8267,87.7821,-173976.31,-62707587.97,-42707587.97,normal,,-0.55154,,0.0
2020-04-13,0.088109,2.469964,0.07339,35.92,0.6694,45257.42,281715.18,107461.3,258567.01,-19566823.91,56446543.11,64377948.59,39472898.2,72265838.21,-495.7027,87.6799,-85352.05,-62792940.01,-42792940.01,normal,,-0.468809,,0.0
2020-04-14,0.070031,1.963202,-0.042205,34.85,0.6524,94285.27,338578.75,117626.78,189365.56,-18376072.37,56190034.95,64245218.37,39228604.71,72194099.44,-468.4355,87.4618,-172554.71,-62965494.72,-42965494.72,normal,,-0.398488,,0.0
2020-04-15,0.049926,1.61147,-0.1801,34.44,0.6314,78003.69,180999.4,113726.5,120900.2,-17149890.71,56081889.46,64172661.86,39125609.01,72186925.74,-438.329,87.3922,-95822.01,-63061316.73,-43061316.73,normal,,-0.338714,,0.0
2020-04-16,0.049587,2.423163,0.312386,33.9,0.638,87795.78,358397.35,60131.08,191935.62,-16019832.81,55797757.81,63990595.03,38855007.44,72055121.2,-412.2978,87.1968,-138797.02,-63200113.76,-43200113.76,normal,,-0.538714,"Fed minutes: higher-for-longer, crushing rate cut hopes",0.0
2020-04-17,0.049839,2.092681,0.079484,34.22,0.6422,81650.63,288242.05,111509.24,109801.01,-15036530.66,55580836.83,63932552.35,38648416.03,72056829.43,-389.0594,86.9367,-208299.64,-63408413.4,-43408413.4,normal,,-0.457907,,0.0
2020-04-20,0.050206,2.411439,-0.295109,33.39,0.6404,76990.55,238716.59,95111.83,183450.03,-13977198.33,55411024.48,63796411.96,38486689.98,71968491.23,-363.1697,86.856,-73387.84,-63481801.24,-43481801.24,normal,,-0.389221,,0.0
2020-04-21,0.049718,2.460734,0.542882,33.04,0.6426,94490.43,203755.97,97345.25,152909.2,-12943538.83,55296295.66,63692036.35,38377424.44,71912927.27,-337.2696,86.8182,-53701.6,-63535502.84,-43535502.84,normal,,-0.330838,,0.0
2020-04-22,0.049589,1.647296,-0.435413,33.04,0.6441,64461.85,160640.41,118561.24,280159.76,-11864187.89,55195308.17,63495901.13,38281245.88,71751328.75,-309.9217,86.9274,65419.96,-63470082.88,-43470082.88,normal,,-0.281212,,0.0
2020-04-23,0.050122,1.827147,0.412457,32.19,0.6448,74668.45,300108.57,55446.31,197773.14,-10972079.18,54958596.05,63319045.89,38055805.76,71609001.93,-288.3155,86.7963,-83113.29,-63553196.17,-43553196.17,normal,,-0.23903,,0.0
2020-04-24,0.050122,1.959372,-0.160684,32.15,0.6463,77460.68,256970.22,95180.55,147065.83,-10163133.84,54770111.03,63225520.65,37876296.22,71557116.64,-268.3244,86.6266,-127624.25,-63680820.43,-43680820.43,normal,,-0.33003,Consumer credit delinquencies at highest since 2012,0.0
2020-04-27,0.049747,1.974749,-0.174807,31.58,0.6411,138813.29,267300.92,77209.97,215836.34,-9279727.66,54635199.02,63057093.54,37747808.59,71418490.27,-245.8349,86.644,10138.74,-63670681.68,-43670681.68,normal,,-0.280526,,0.0
2020-04-28,0.049764,2.268368,-0.236499,31.82,0.644,85436.49,208354.61,76314.77,185709.64,-8455834.24,54506135.0,62916767.32,37624890.47,71309095.4,-224.7404,86.6321,-13523.24,-63684204.92,-43684204.92,normal,,-0.238447,,0.0
2020-04-29,0.050116,2.087285,-0.246348,32.13,0.641,81043.12,179580.1,58324.68,211049.66,-7599264.81,54402671.17,62739195.78,37526353.5,71156370.43,-202.5047,86.7124,54188.0,-63630016.93,-43630016.93,normal,,-0.20268,,0.0
2020-04-30,0.049276,2.047252,0.103446,32.1,0.6564,78960.16,257447.82,74635.28,180042.27,-6899158.78,54215259.13,62605670.16,37347865.84,71050963.44,-184.727,86.598,-73080.68,-63703097.61,-43703097.61,normal,,-0.172278,,0.0
2020-05-01,0.049296,1.763473,-0.390631,31.41,0.637,131437.38,219553.32,53895.51,151378.19,-6172654.84,54122737.39,62482078.89,37259749.89,70953480.77,-165.6655,86.6212,9366.73,-63693730.88,-43693730.88,normal,,-0.146436,,0.0
2020-05-04,0.049641,1.693475,-0.441118,30.81,0.6602,105241.81,119608.9,96025.32,201104.41,-5398540.73,54107651.94,62353337.6,37245382.8,70848401.68,-144.9452,86.7759,90712.0,-63603018.88,-43603018.88,normal,,-0.124471,,0.0
2020-05-05,0.049893,1.636833,-0.227157,29.92,0.6624,171244.2,122128.97,87759.41,165948.55,-4625654.16,54159222.94,62250688.27,37294498.03,70770212.54,-124.0305,87.0018,127304.38,-63475714.5,-43475714.5,normal,,-0.1058,,0.0
2020-05-06,0.050155,2.069093,0.155915,30.12,0.652,91656.78,161339.57,92010.47,152829.35,-4034247.19,54086056.01,62165937.73,37224815.25,70709393.65,-108.3752,87.0027,-8863.9,-63484578.4,-43484578.4,normal,,-0.08993,,0.0
2020-05-07,0.050738,1.813371,0.055159,29.86,0.6376,197697.5,184367.82,77001.38,207426.29,-3319227.55,54100052.18,62019992.06,37238144.93,70578968.74,-89.1351,87.23,143754.59,-63340823.81,-43340823.81,normal,,-0.076441,,0.0
2020-05-08,0.050429,2.356399,-0.160073,29.72,0.653,170399.28,168723.26,45035.44,233542.4,-2597832.12,54101812.0,61823775.17,37239820.95,70390461.79,-69.7595,87.5097,190182.98,-63150640.84,-43150640.84,normal,,-0.064975,,0.0
2020-05-11,0.04992,2.43327,0.045637,29.3,0.6569,161493.42,154720.82,110186.36,254325.24,-1956839.45,54108923.23,61669546.12,37246593.55,70246322.91,-52.5374,87.7401,150911.48,-62999729.36,-42999729.36,normal,,-0.055228,,0.0
2020-05-12,0.04999,2.415718,0.274413,29.02,0.6514,114014.71,203414.52,57126.65,173601.7,-1462199.54,54015053.42,61541340.35,37157193.73,70129847.86,-39.3517,87.7704,27075.23,-62972654.13,-42972654.13,normal,,-0.046944,,0.0
2020-05-13,0.049499,1.801569,0.003666,28.4,0.6553,127838.37,119029.93,67746.53,155005.22,-926918.53,54024302.28,61440846.83,37166002.17,70042589.17,-24.94,87.929,96067.13,-62876587.0,-42876587.0,normal,,-0.039902,,0.0
2020-05-14,0.049991,2.140744,0.149354,29.0,0.6694,125593.15,234886.09,70542.08,119069.33,-567163.9,53909544.69,61376146.28,37056709.23,69994061.91,-15.3053,87.8347,-60765.68,-62937352.68,-42937352.68,normal,,-0.033917,,0.0
2020-05-15,0.049856,1.653695,-0.326572,28.29,0.6644,118166.34,163690.12,43722.53,195379.06,-67318.18,53861744.72,61219969.76,37011185.45,69842405.38,-1.8189,87.9807,106132.75,-62831219.93,-42831219.93,normal,,-0.124917,Consumer credit delinquencies at highest since 2012,0.0
2020-05-18,0.053074,2.510909,0.407691,28.84,0.6568,78533.91,189915.77,54901.11,148664.82,288220.0,53744793.77,61116924.6,36899803.59,69748641.67,7.8109,87.9377,-17618.14,-62848838.08,-42848838.08,normal,,-0.10618,,0.0
2020-05-19,0.053425,1.717818,0.357535,29.43,0.6533,96468.89,142613.87,55789.17,190392.16,726737.34,53696341.53,60978278.93,36853658.6,69614038.67,19.7195,88.0581,88458.01,-62760380.07,-42760380.07,normal,,-0.090253,,0.0
2020-05-20,0.055124,1.809844,-0.18163,28.62,0.6627,173820.14,108660.03,70524.05,134033.59,1181871.87,53764759.66,60904797.11,36918818.72,69550529.14,32.0127,88.2767,128669.65,-62631710.42,-42631710.42,normal,,-0.076715,,0.0
2020-05-21,0.056662,1.699743,0.414551,28.22,0.6644,144488.24,151025.94,113821.75,126298.57,1496727.77,53757895.06,60878122.13,36912281.01,69538052.32,40.5482,88.3041,5939.11,-62625771.31,-42625771.31,normal,,-0.065208,,0.0
2020-05-22,0.056712,2.052532,0.28895,28.92,0.6701,111248.99,188201.55,83829.56,186319.62,1816276.25,53677094.87,60771180.53,36835328.45,69435562.26,49.308,88.3266,25537.5,-62600233.81,-42600233.81,normal,,-0.055426,,0.0
2020-05-25,0.059917,1.963466,-0.303116,29.5,0.6661,81025.1,188409.21,109480.38,114184.73,1993934.31,53564341.55,60752929.72,36727944.33,69430857.9,54.2893,88.1675,-102679.76,-62702913.57,-42702913.57,normal,,-0.047112,,0.0
2020-05-26,0.061064,1.819328,0.04185,29.81,0.6741,139093.57,105273.59,76375.07,236692.45,2450036.44,53599852.53,60595545.84,36761764.31,69270540.52,66.6463,88.4551,194137.36,-62508776.21,-42508776.21,normal,,-0.040046,,0.0
2020-05-27,0.061366,1.963318,0.407111,28.94,0.6846,208767.15,187609.64,104994.3,175747.61,2782043.02,53622067.92,60519863.08,36782921.82,69199787.22,75.6341,88.6024,91910.82,-62416865.39,-42416865.39,normal,,-0.034039,,0.0
2020-05-28,0.062721,1.919963,0.139774,29.5,0.6781,118641.19,182735.37,94709.18,205208.92,3053315.58,53554769.03,60409169.96,36718827.65,69089287.48,83.154,88.6534,46405.56,-62370459.83,-42370459.83,normal,,-0.028933,,0.0
2020-05-29,0.063556,1.892562,-0.044989,29.28,0.6732,118550.62,96910.25,116704.31,125601.29,3300179.52,53577491.41,60390346.34,36740468.01,69080390.49,89.8241,88.7186,30537.35,-62339922.48,-42339922.48,normal,,-0.024593,,0.0
2020-06-01,0.066517,2.078053,0.510082,29.56,0.6752,107469.34,135012.05,71232.02,228037.14,3620532.39,53548571.57,60239667.21,36712925.31,68923585.37,98.6174,88.8925,129262.42,-62210660.06,-42210660.06,normal,,-0.020904,,0.0
2020-06-02,0.066898,2.420528,-0.191174,30.43,0.675,76143.6,158985.35,84739.94,261943.57,3895809.78,53461587.74,60071138.17,36630083.56,68746381.74,106.3555,88.9971,94361.87,-62116298.18,-42116298.18,normal,,-0.017768,,365.0
2020-06-03,0.068404,2.225602,0.007433,29.26,0.6864,208658.72,80309.48,96103.28,263489.97,4347065.39,53596354.44,59912714.17,36758432.8,68578995.06,118.2604,89.4574,295735.92,-61820562.26,-41820562.26,normal,,0.054232,Banks pass annual Fed stress tests with strong buffers,365.0
2020-06-04,0.0697,1.783972,-0.365809,29.84,0.6751,81927.02,206132.92,75922.95,107839.91,4402031.81,53465938.24,59876626.13,36634226.89,68547078.09,120.1617,89.2935,-92288.94,-61912851.2,-41912851.2,normal,,0.046097,,365.0
2020-06-05,0.071343,2.432352,0.186967,29.96,0.6806,159752.96,165677.74,78426.55,242845.53,4698547.67,53459717.22,59721747.98,36628302.11,68382659.12,128.2764,89.5147,158494.19,-61754357.01,-41754357.01,normal,,0.039182,,365.0
2020-06-08,0.073928,2.491027,-0.292097,30.32,0.6836,75572.7,177217.17,71567.08,199259.8,4847417.76,53352990.52,59600683.44,36526657.64,68254966.41,132.709,89.5174,26048.24,-61728308.77,-41728308.77,normal,,0.033305,,365.0
2020-06-09,0.075791,1.670675,-0.091201,30.08,0.6808,171580.6,80593.43,110750.92,121579.86,5074429.38,53448527.05,59584677.61,36617644.81,68244137.46,138.5788,89.7018,101816.12,-61626492.65,-41626492.65,normal,,0.028309,,365.0
2020-06-10,0.074585,2.385017,0.264286,30.2,0.6758,127599.41,110804.06,84569.57,177931.93,5291585.82,53466162.17,59495301.55,36634440.16,68150775.1,144.4429,89.8662,110157.71,-61516334.94,-41516334.94,normal,,0.024063,,365.0
2020-06-11,0.076793,1.84926,0.408578,30.05,0.6883,178501.54,179537.5,63228.26,119206.6,5445226.0,53465074.42,59439986.16,36633404.21,68094796.76,148.641,89.948,54942.38,-61461392.55,-41461392.55,normal,,0.020453,,365.0
2020-06-12,0.077238,1.652332,0.520595,30.31,0.6867,214678.04,151358.61,39737.58,125983.0,5686411.49,53531559.82,59357784.25,36696723.64,68008551.34,154.9569,90.1846,149564.85,-61311827.7,-41311827.7,normal,,0.017385,,365.0
2020-06-15,0.081752,2.188471,0.208536,30.3,0.6935,125254.67,211606.04,99991.26,230453.31,5799912.75,53440890.89,59236898.87,36610372.27,67878089.29,158.4227,90.2155,44110.68,-61267717.02,-41267717.02,normal,,0.014778,,365.0
2020-06-16,0.079684,2.452147,-0.204676,30.5,0.684,163766.93,171311.96,82093.48,269206.88,6051754.33,53432968.61,59064883.16,36602827.25,67690975.89,165.3357,90.4649,179568.37,-61088148.65,-41088148.65,normal,,0.012561,,365.0
2020-06-17,0.079989,2.023773,0.150842,30.1,0.6937,84193.91,150006.55,78987.6,241856.77,6211241.89,53363865.34,58915179.35,36537014.61,67528106.72,169.9986,90.5774,97056.53,-60991092.12,-40991092.12,normal,,0.012561,No major economic releases — markets steady,365.0
2020-06-18,0.080514,2.174125,-0.255301,30.23,0.677,147413.23,86806.06,86707.42,241082.65,6472884.46,53427502.86,58773908.63,36597621.77,67373731.49,176.8663,90.9034,214982.4,-60776109.72,-40776109.72,normal,,0.010677,,365.0
2020-06-19,0.079606,2.247208,0.189051,30.02,0.6923,89595.68,221245.03,69603.48,139366.22,6447578.98,53289271.04,58709293.1,36465972.42,67303968.74,176.8108,90.768,-61886.61,-60837996.32,-40837996.32,normal,,0.009075,,365.0
2020-06-22,0.0819,1.971967,0.445477,30.08,0.6619,163330.68,93798.86,108131.27,166453.89,6609462.13,53362279.45,58655101.31,36535504.24,67245646.13,180.9052,90.9764,127854.44,-60710141.89,-40710141.89,normal,,0.007714,,365.0
2020-06-23,0.082039,2.512847,-0.172211,29.64,0.6743,204837.68,124400.07,106035.9,232253.54,6828339.98,53446738.94,58540894.3,36615941.85,67119428.48,186.4854,91.2981,206655.25,-60503486.64,-40503486.64,normal,,0.006557,,365.0
2020-06-24,0.083125,1.905809,0.228031,29.04,0.6722,155107.91,120122.59,103161.65,101572.53,6872059.2,53483473.52,58541808.36,36650927.16,67121017.6,187.5003,91.3594,33396.2,-60470090.44,-40470090.44,normal,,0.005573,,365.0
2020-06-25,0.083618,2.10312,0.034155,29.84,0.6614,193596.83,168868.25,105526.29,145081.59,6961620.46,53509438.53,58504944.72,36675655.74,67081462.3,189.8158,91.4614,64283.88,-60405806.56,-40405806.56,normal,,0.004737,,365.0
2020-06-26,0.085236,1.651987,-0.298318,29.11,0.6672,73623.53,160713.62,90637.22,199888.4,7003870.26,53417993.93,58405614.22,36588565.65,66972211.12,191.4224,91.4604,22161.09,-60383645.47,-40383645.47,normal,,0.004027,,365.0
2020-06-29,0.085471,2.139794,-0.085783,28.9,0.6657,157397.59,120084.82,45123.7,172386.93,7187814.71,53457172.34,58290108.89,36625878.42,66844947.89,196.2496,91.7088,164576.0,-60219069.47,-40219069.47,normal,,0.003423,,365.0
2020-06-30,0.08451,2.137937,-0.404101,28.83,0.6405,175322.53,172533.32,64900.58,226415.96,7360289.43,53460101.02,58144336.55,36628667.63,66683432.51,200.9434,91.9438,164304.59,-60054764.88,-40054764.88,normal,,0.002909,,365.0
2020-07-01,0.084567,2.172261,-0.163251,29.3,0.6559,164496.59,135017.78,112429.29,236390.23,7515115.97,53491053.77,58032702.36,36658146.45,66559471.57,205.0053,92.174,153439.76,-59901325.12,-39901325.12,normal,,0.002473,,365.0
